id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,default_ind,income_group,loan_income_ratio,high_dti,high_int_rate,low_income,risk_score,default_probability,confidence_flag,predicted_default,prediction_result
1063505,1296072,7000,7000,7000.0,36,8.9,222.28,A,A5,,1 year,RENT,46000.0,Verified,01-12-2011,n,credit_card,Credit Card Loan,229xx,VA,7.9,0.0,01-08-2002,1.0,,7.0,0.0,8717.0,76.5,18.0,f,0.0,0.0,7999.847926,7999.85,7000.0,999.85,0.0,0.0,0.0,01-12-2014,232.27,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.15217391304347827,0,0,1,1,0.34147230703682446,Low Confidence,0,True Negative
1063528,1296094,21000,21000,20975.0,36,12.69,704.45,B,B5,Merrill Lynch,8 years,MORTGAGE,135000.0,Verified,01-12-2011,n,debt_consolidation,Short Term Loan,430xx,OH,8.52,0.0,01-02-2000,1.0,81.0,11.0,0.0,30361.0,63.0,24.0,f,0.0,0.0,24283.82,24254.93,21000.01,3283.81,0.0,0.0,0.0,01-07-2013,11650.08,,01-10-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(122400.0, 181600.0]",0.15555555555555556,0,0,0,0,0.33346237883786184,Low Confidence,0,True Negative
1063912,1296491,8250,8250,8250.0,36,7.51,256.67,A,A3,,,MORTGAGE,31500.0,Verified,01-12-2011,n,debt_consolidation,do over,218xx,MD,17.87,0.0,01-12-1981,4.0,,17.0,0.0,7521.0,10.4,37.0,f,0.0,0.0,9236.369059,9236.37,8250.0,986.37,0.0,0.0,0.0,01-12-2014,278.92,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2619047619047619,0,0,1,1,0.36605369610073446,Low Confidence,0,True Negative
1064082,1296671,13000,13000,13000.0,36,9.91,418.93,B,B1,United Airlines,10+ years,RENT,65000.0,Verified,01-12-2011,n,credit_card,betterrate,941xx,CA,8.82,0.0,01-12-2001,0.0,,10.0,0.0,22554.0,75.9,18.0,f,0.0,0.0,14817.85,14817.85,13000.0,1817.85,0.0,0.0,0.0,01-12-2013,5207.35,,01-01-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.2,0,0,0,0,0.3439045758947533,Low Confidence,0,True Negative
1063892,1296470,18000,18000,18000.0,36,6.62,552.67,A,A2,"Fortress Analytics, Inc.",2 years,MORTGAGE,78000.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,760xx,TX,6.35,0.0,01-03-1992,0.0,,8.0,0.0,16136.0,25.0,13.0,f,0.0,0.0,19892.95164,19892.95,18000.0,1892.95,0.0,0.0,0.0,01-12-2014,574.46,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.23076923076923078,0,0,0,0,0.25514609016670103,Low Confidence,0,True Negative
1064061,1296648,7200,7200,7175.0,36,6.03,219.14,A,A1,tampa bay rays baseball,5 years,MORTGAGE,60000.0,Not Verified,01-12-2011,n,other,personal loan,850xx,AZ,2.54,0.0,01-05-1996,0.0,68.0,6.0,0.0,3859.0,6.0,20.0,f,0.0,0.0,7881.924132,7854.56,7200.0,681.92,0.0,0.0,0.0,01-09-2014,873.09,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.12,0,0,0,0,0.24149966665627348,Low Confidence,0,True Negative
1063876,1296451,16500,16500,16500.0,36,8.9,523.93,A,A5,Associated Fresh Market,10+ years,RENT,48000.0,Not Verified,01-12-2011,n,credit_card,CC Refinance,840xx,UT,13.1,0.0,01-05-2000,0.0,,7.0,0.0,21329.0,87.1,25.0,f,0.0,0.0,18159.26,18159.26,16500.0,1659.26,0.0,0.0,0.0,01-05-2013,9783.86,,01-10-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.34375,0,0,1,1,0.3957113247862514,Low Confidence,0,True Negative
1042841,1273136,8125,8125,8125.0,36,7.9,254.24,A,A4,Small Wonders Big Ideas Family,< 1 year,RENT,25000.0,Not Verified,01-12-2011,n,debt_consolidation,Pay Bills,606xx,IL,24.34,0.0,01-04-1999,1.0,,13.0,0.0,19296.0,63.6,21.0,f,0.0,0.0,9151.005343,9151.01,8125.0,1026.01,0.0,0.0,0.0,01-12-2014,262.23,,01-04-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.325,0,0,1,1,0.4160941006980962,Low Confidence,1,False Positive
1063864,1296438,18800,18800,18750.0,36,7.51,584.89,A,A3,"Park West Landscape, Inc.",3 years,MORTGAGE,82000.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,926xx,CA,13.76,1.0,01-12-1988,0.0,11.0,14.0,0.0,14477.0,17.3,24.0,f,0.0,0.0,21054.18555,20998.24,18800.0,2254.19,0.0,0.0,0.0,01-12-2014,594.74,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.22926829268292684,0,0,0,0,0.27410590225624554,Low Confidence,0,True Negative
1064051,1296635,26800,26800,26800.0,36,19.03,982.79,E,E2,At&T,10+ years,MORTGAGE,82000.0,Source Verified,01-12-2011,n,credit_card,Credit Card,920xx,CA,21.59,0.0,01-01-1981,1.0,,12.0,0.0,26919.0,98.0,31.0,f,0.0,0.0,31277.98,31277.98,26800.0,4477.98,0.0,0.0,0.0,01-12-2012,20489.14,,01-09-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.32682926829268294,0,1,0,1,0.6076907341885173,Low Confidence,1,False Positive
1063847,1296419,19200,19200,19200.0,36,7.9,600.78,A,A4,Georgia Pacific of  Muskogee,5 years,MORTGAGE,42000.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,744xx,OK,19.66,0.0,01-11-2000,0.0,,13.0,0.0,28727.0,72.2,24.0,f,0.0,0.0,21328.13,21328.13,19200.0,2128.13,0.0,0.0,0.0,01-12-2013,7516.94,,01-01-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.45714285714285713,0,0,1,1,0.42150844030429,Low Confidence,1,False Positive
1062833,1294709,12875,8475,8184.32018,60,17.58,213.28,D,D4,SALTER LABS,3 years,RENT,27600.0,Verified,01-12-2011,n,debt_consolidation,MONEY TREE,933xx,CA,18.7,0.0,01-04-2001,1.0,,4.0,0.0,5595.0,86.1,7.0,f,0.0,0.0,11208.86574,10571.95,8475.0,2733.87,0.0,0.0,0.0,01-02-2014,5908.59,,01-10-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.46648550724637683,0,1,1,2,0.7272311814959248,Low Confidence,1,False Positive
1062032,1293876,4000,4000,4000.0,36,12.42,133.67,B,B4,"Herdman, Summers, and George, LLP",5 years,MORTGAGE,38000.0,Not Verified,01-12-2011,n,credit_card,Credit Consolidation,451xx,OH,19.64,0.0,01-07-2002,1.0,,11.0,0.0,11130.0,52.7,16.0,f,0.0,0.0,4300.29,4300.29,4000.0,300.29,0.0,0.0,0.0,01-08-2012,3326.13,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.10526315789473684,0,0,1,1,0.4359021529673411,Low Confidence,1,False Positive
1063843,1282549,4000,4000,4000.0,36,16.29,141.21,D,D1,National Bank of California,4 years,RENT,35000.0,Not Verified,01-12-2011,n,debt_consolidation,Pay Off Debt,900xx,CA,9.22,0.0,01-09-2003,0.0,44.0,7.0,0.0,8247.0,83.5,13.0,f,0.0,0.0,5053.377225,5053.38,4000.0,1053.38,0.0,0.0,0.0,01-07-2014,824.36,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.11428571428571428,0,1,1,2,0.5551730292789416,Low Confidence,1,False Positive
1063828,1296397,12000,12000,12000.0,36,9.91,386.7,B,B1,MILLENNIUM BILTMORE HOTEL,10+ years,OWN,33000.0,Not Verified,01-12-2011,n,credit_card,Credit Card,907xx,CA,18.8,0.0,01-09-1990,0.0,,5.0,0.0,17229.0,74.9,10.0,f,0.0,0.0,13871.41876,13871.42,12000.0,1871.42,0.0,0.0,0.0,01-07-2014,2286.28,,01-07-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.36363636363636365,0,0,1,1,0.46515850568994965,Low Confidence,1,False Positive
1064006,1296581,2625,2625,2625.0,36,11.71,86.83,B,B3,walgreens,10+ years,MORTGAGE,52800.0,Not Verified,01-12-2011,n,medical,medical,891xx,NV,14.52,0.0,01-11-2003,2.0,,8.0,0.0,8343.0,65.2,21.0,f,0.0,0.0,3124.737614,3124.74,2625.0,499.74,0.0,0.0,0.0,01-01-2015,6.4,,01-01-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.04971590909090909,0,0,0,0,0.371738362936589,Low Confidence,0,True Negative
1063729,1296299,18000,18000,17387.67974,60,13.49,414.09,C,C1,WalMart,10+ years,MORTGAGE,40900.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,728xx,AR,13.7,0.0,01-09-2000,1.0,,10.0,0.0,11963.0,62.6,19.0,f,4641.04,4634.53,19847.2,18715.57,13358.97,6488.23,0.0,0.0,0.0,01-12-2015,414.09,01-02-2016,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.4400977995110024,0,0,1,1,0.5680214865926841,Low Confidence,1,False Positive
1062625,1294499,7000,7000,7000.0,36,9.91,225.58,B,B1,"L. Robert Kimball & Assoc,Inc.",10+ years,RENT,73882.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,159xx,PA,11.45,0.0,01-04-1993,0.0,49.0,10.0,0.0,16783.0,38.1,10.0,f,0.0,0.0,8118.350531,8118.35,7000.0,1118.35,0.0,0.0,0.0,01-12-2014,236.31,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.09474567553666657,0,0,0,0,0.31965854643552843,Low Confidence,0,True Negative
1062070,1294119,11300,11300,11300.0,36,12.69,379.06,B,B5,California Pizza Kitchen,7 years,MORTGAGE,36000.0,Not Verified,01-12-2011,n,credit_card,Credit Card,333xx,FL,16.33,0.0,01-06-1998,1.0,79.0,9.0,0.0,18905.0,74.7,22.0,f,0.0,0.0,12787.19,12787.19,11300.0,1487.19,0.0,0.0,0.0,01-03-2013,7497.46,,01-04-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.3138888888888889,0,0,1,1,0.5161050684328082,Low Confidence,1,False Positive
1063964,1296535,4000,4000,4000.0,36,9.91,128.9,B,B1,California Department of Corrections ,10+ years,MORTGAGE,130000.0,Source Verified,01-12-2011,n,debt_consolidation,Rod Family Finance ,933xx,CA,10.05,0.0,01-12-1997,3.0,,12.0,0.0,13212.0,85.0,22.0,f,0.0,0.0,4634.246725,4634.25,4000.0,634.25,0.0,0.0,0.0,01-09-2014,516.99,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(122400.0, 181600.0]",0.03076923076923077,0,0,0,0,0.28567951620745696,Low Confidence,0,True Negative
1063804,1296372,8000,8000,8000.0,36,6.03,243.49,A,A1,BMW Manufacturing,10+ years,MORTGAGE,57200.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,293xx,SC,4.72,0.0,01-05-1993,0.0,,18.0,0.0,7764.0,6.8,47.0,f,0.0,0.0,8517.87,8517.87,8000.0,517.87,0.0,0.0,0.0,01-04-2013,4868.26,,01-09-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.13986013986013987,0,0,0,0,0.2484127163144276,Low Confidence,0,True Negative
1063751,1296522,14400,14400,14400.0,36,18.25,522.41,D,D5,NAVFAC/Naval Station Newport,5 years,RENT,51871.0,Verified,01-12-2011,n,debt_consolidation,2012 New Beginnings,028xx,RI,7.82,0.0,01-03-2006,0.0,,5.0,0.0,8092.0,79.3,9.0,f,0.0,0.0,7869.17,7869.17,4684.23,2613.83,0.0,571.11,5.67,01-02-2013,522.41,,01-07-2013,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.27761176765437334,0,1,0,1,0.6206647568754947,Low Confidence,1,True Positive
1063982,1296554,4375,4375,4375.0,36,12.42,146.2,B,B4,North Coast ag systems,2 years,OWN,15000.0,Verified,01-12-2011,n,debt_consolidation,Debt relief ,945xx,CA,13.92,0.0,01-11-2006,0.0,,3.0,0.0,2847.0,74.9,5.0,f,0.0,0.0,5261.081491,5261.08,4375.0,886.08,0.0,0.0,0.0,01-12-2014,152.4,,01-08-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2916666666666667,0,0,1,1,0.5367770195236395,Low Confidence,1,False Positive
1063972,1296543,4100,4100,4100.0,36,7.51,127.56,A,A3,U.S. Department of Veteran Affairs,9 years,MORTGAGE,70197.0,Not Verified,01-12-2011,n,credit_card,Miscellaneous,701xx,LA,6.58,0.0,01-05-2001,1.0,,7.0,0.0,24138.0,72.1,12.0,f,0.0,0.0,4582.7503,4582.75,4100.0,482.75,0.0,0.0,0.0,01-08-2014,638.01,,01-04-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.058407054432525606,0,0,0,0,0.25890977575452706,Low Confidence,0,True Negative
1063785,1296352,6000,6000,6000.0,36,8.9,190.52,A,A5,Lorain County Common Pleas Court,7 years,RENT,47000.0,Verified,01-12-2011,n,other,Personal Loan,440xx,OH,14.43,0.0,01-01-1995,3.0,78.0,8.0,0.0,3917.0,31.4,14.0,f,0.0,0.0,6857.055601,6857.06,6000.0,857.06,0.0,0.0,0.0,01-12-2014,199.26,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.1276595744680851,0,0,1,1,0.33854066913044284,Low Confidence,0,True Negative
1063788,1296355,4200,4200,4200.0,60,17.27,105.0,D,D3,physicians surgery center of tempe,9 years,RENT,43000.0,Source Verified,01-12-2011,n,debt_consolidation,Credit Card Consolidation,852xx,AZ,10.13,0.0,01-11-1996,1.0,82.0,9.0,0.0,8843.0,77.0,19.0,f,0.0,0.0,4200.0,4200.0,2381.46,1807.62,0.0,10.92,1.9656,01-04-2015,105.0,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.09767441860465116,0,1,1,2,0.5701271015938543,Low Confidence,1,True Positive
1063485,1296051,4000,4000,4000.0,36,6.62,122.82,A,A2,Gentiva Health Services,6 years,MORTGAGE,120000.0,Source Verified,01-12-2011,n,home_improvement,Hot tub,271xx,NC,3.89,0.0,01-02-1997,1.0,,13.0,0.0,11947.0,24.4,31.0,f,0.0,0.0,4152.93,4152.93,4000.0,152.93,0.0,0.0,0.0,01-08-2012,1918.67,,01-09-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.03333333333333333,0,0,0,0,0.21731490220363264,Low Confidence,0,True Negative
1063781,1296348,3000,3000,3000.0,36,10.65,97.72,B,B2,ADP,10+ years,MORTGAGE,86004.0,Not Verified,01-12-2011,n,other,Lending Club,070xx,NJ,13.37,0.0,01-12-1997,2.0,,8.0,0.0,23964.0,64.6,35.0,f,0.0,0.0,2236.73,2236.73,1629.41,417.88,0.0,189.44,1.894400001,01-09-2013,97.72,,01-02-2014,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.03488209850704618,0,0,0,0,0.3246569922890625,Low Confidence,0,False Negative
1057766,1289131,5400,5400,5400.0,36,12.69,181.15,B,B5,Ericsson,10+ years,MORTGAGE,75000.0,Not Verified,01-12-2011,n,car,Motorcycle,773xx,TX,8.8,0.0,01-01-1992,0.0,31.0,6.0,0.0,10376.0,68.7,33.0,f,0.0,0.0,6273.69,6273.69,5400.0,873.69,0.0,0.0,0.0,01-08-2013,2844.38,,01-09-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.072,0,0,0,0,0.38376984336238634,Low Confidence,0,True Negative
1063778,1296342,15000,15000,15000.0,36,16.29,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000.0,Verified,01-12-2011,n,small_business,Short-Term Business Loan,750xx,TX,21.99,2.0,01-11-1998,0.0,4.0,12.0,0.0,40370.0,84.1,24.0,f,0.0,0.0,1873.45,1873.45,655.77,402.57,0.0,815.11,146.7198,01-02-2012,529.51,,01-07-2012,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.13636363636363635,0,1,0,1,0.4809087892965715,Low Confidence,1,True Positive
1062818,1294695,20000,20000,19523.42192,60,18.64,514.86,E,E1,cardinal logistics,3 years,MORTGAGE,80000.0,Source Verified,01-12-2011,n,debt_consolidation,my plan,850xx,AZ,23.47,0.0,01-01-2001,0.0,,8.0,0.0,11952.0,88.5,13.0,f,0.0,0.0,22955.76,21817.92,20000.0,2955.76,0.0,0.0,0.0,01-10-2012,18326.72,,01-11-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.25,0,1,0,1,0.5925975581059023,Low Confidence,1,False Positive
1042037,1272109,10400,10400,10400.0,36,12.69,348.87,B,B5,Nasoft USA,4 years,RENT,44000.0,Source Verified,01-12-2011,n,credit_card,debt consolidation,920xx,CA,19.91,0.0,01-04-2002,2.0,,6.0,0.0,13695.0,90.1,21.0,f,0.0,0.0,12551.78312,12551.78,10400.0,2151.78,0.0,0.0,0.0,01-12-2014,375.39,,01-12-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.23636363636363636,0,0,1,1,0.47921599895867534,Low Confidence,1,False Positive
1063518,1296086,4500,4500,4500.0,60,17.58,113.25,D,D4,US Air Force,7 years,MORTGAGE,51600.0,Source Verified,01-12-2011,n,debt_consolidation,Credit Card Consolidation,984xx,WA,22.63,0.0,01-06-2004,1.0,,8.0,0.0,13739.0,67.7,13.0,f,0.0,0.0,6287.698131,6287.7,4500.0,1787.7,0.0,0.0,0.0,01-10-2014,2554.52,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.0872093023255814,0,1,0,1,0.563734227726725,Low Confidence,1,False Positive
1063515,1296083,11500,11500,11500.0,36,12.42,384.28,B,B4,Fairmont Hotel,< 1 year,RENT,38500.0,Source Verified,01-12-2011,n,credit_card,Personal Loan,200xx,DC,13.06,0.0,01-10-2004,0.0,,8.0,0.0,10838.0,89.6,15.0,f,0.0,0.0,13850.70613,13850.71,11500.0,2331.52,19.18950427,0.0,0.0,01-12-2014,392.68,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2987012987012987,0,0,1,1,0.4960247641830231,Low Confidence,1,False Positive
1063524,943135,10000,10000,9975.0,36,6.62,307.04,A,A2,Beckman coulter,4 years,RENT,75000.0,Verified,01-12-2011,n,home_improvement,Renovation loan,333xx,FL,24.85,0.0,01-11-1999,2.0,64.0,19.0,0.0,3548.0,5.9,40.0,f,0.0,0.0,10742.42,10715.57,10000.0,742.42,0.0,0.0,0.0,01-05-2013,5847.47,,01-06-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.13333333333333333,0,0,0,0,0.257927195261598,Low Confidence,0,True Negative
1063519,1296087,18225,13450,13425.0,60,13.49,309.42,C,C1,applied IndustrialTechnoliges,10+ years,MORTGAGE,37320.0,Verified,01-12-2011,n,debt_consolidation,Bill loan,301xx,GA,20.8,0.0,01-06-2001,0.0,,8.0,0.0,17404.0,74.4,12.0,f,0.0,0.0,14876.65,14849.01,13450.0,1426.65,0.0,0.0,0.0,01-10-2012,12102.24,,01-08-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.4883440514469453,0,0,1,1,0.5986923431431642,Low Confidence,1,False Positive
1063521,1288586,3600,3600,3600.0,36,8.9,114.32,A,A5,,10+ years,RENT,55000.0,Not Verified,01-12-2011,n,debt_consolidation,FREEDOM,117xx,NY,5.48,0.0,01-06-2002,0.0,,8.0,0.0,9550.0,65.9,18.0,f,0.0,0.0,3976.57,3976.57,3600.0,376.57,0.0,0.0,0.0,01-06-2013,2037.38,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.06545454545454546,0,0,0,0,0.29853928701979604,Low Confidence,0,True Negative
984879,1208718,18500,13250,13250.0,60,11.71,292.81,B,B3,Cisco System Inc.,2 years,RENT,100000.0,Verified,01-12-2011,n,major_purchase,Personal Investment Loan,940xx,CA,0.72,0.0,01-01-2003,0.0,,7.0,0.0,6149.0,10.4,10.0,f,0.0,0.0,16359.11992,16359.12,13250.0,3109.12,0.0,0.0,0.0,01-06-2014,7889.73,,01-07-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.185,0,0,0,0,0.33994363767422636,Low Confidence,0,True Negative
1063509,1296075,16800,16800,16775.0,60,18.25,428.9,D,D5,Colorado Department of Public Safety,10+ years,MORTGAGE,70000.0,Verified,01-12-2011,n,credit_card,Lower My Overall Interest Rate ,811xx,CO,21.5,0.0,01-09-1999,2.0,,10.0,0.0,10296.0,38.4,18.0,f,0.0,0.0,22756.20267,22722.42,16800.0,5956.2,0.0,0.0,0.0,01-06-2014,112.14,,01-05-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.24,0,1,0,1,0.594326217621654,Low Confidence,1,False Positive
1063693,1296259,10000,10000,10000.0,36,17.27,357.88,D,D3,MACYS,8 years,RENT,68000.0,Not Verified,01-12-2011,n,debt_consolidation,PAYOFF,597xx,MT,17.15,0.0,01-03-2002,1.0,,7.0,0.0,6754.0,92.5,16.0,f,0.0,0.0,8589.12,8589.12,6067.35,2507.07,0.0,14.7,0.0,01-12-2013,357.88,,01-12-2013,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.14705882352941177,0,1,0,1,0.549657376150639,Low Confidence,1,True Positive
1063700,1296266,15000,15000,15000.0,36,18.25,544.17,D,D5,Catholic Healthcare West,10+ years,MORTGAGE,66000.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,945xx,CA,8.49,2.0,01-01-1988,2.0,9.0,10.0,0.0,17258.0,89.1,28.0,f,0.0,0.0,17725.93,17725.93,15000.0,2725.93,0.0,0.0,0.0,01-02-2013,10661.18,,01-02-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.22727272727272727,0,1,0,1,0.5878078736924254,Low Confidence,1,False Positive
1056934,1288490,8000,8000,8000.0,36,11.71,264.61,B,B3,jpmorgan chase,8 years,RENT,85000.0,Source Verified,01-12-2011,n,major_purchase,Loan 1,070xx,NJ,10.22,0.0,01-11-2002,1.0,,12.0,0.0,15938.0,35.7,29.0,f,0.0,0.0,8371.65,8371.65,8000.0,371.65,0.0,0.0,0.0,01-05-2012,7317.57,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.09411764705882353,0,0,0,0,0.35511080886669977,Low Confidence,0,True Negative
1063246,1295751,25000,17950,17925.0,60,16.77,443.89,D,D2,Chase Bank,1 year,RENT,83004.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,957xx,CA,13.66,0.0,01-08-1997,0.0,,10.0,0.0,22388.0,82.9,19.0,f,0.0,0.0,19643.66,19616.32,17950.0,1693.66,0.0,0.0,0.0,01-07-2012,16993.32,,01-08-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.301190304081731,0,1,0,1,0.5352794285915454,Low Confidence,1,False Positive
1057424,1288982,16000,16000,16000.0,36,7.9,500.65,A,A4,"Gugino & Mortimer, PLC",1 year,RENT,51000.0,Source Verified,01-12-2011,n,debt_consolidation,Pay off Chase,857xx,AZ,24.66,0.0,01-12-1992,0.0,,8.0,0.0,29485.0,81.0,28.0,f,0.0,0.0,11928.62,11928.62,9323.14,1688.52,0.0,916.96,9.1696,01-10-2013,500.65,,01-03-2014,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.3137254901960784,0,0,0,0,0.3507844942681591,Low Confidence,0,False Negative
1063680,1296245,8000,8000,8000.0,36,10.65,260.59,B,B2,Contractor's Cargo,2 years,RENT,55000.0,Source Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,908xx,CA,11.56,0.0,01-04-1999,0.0,29.0,9.0,0.0,9004.0,15.7,10.0,f,0.0,0.0,8923.71,8923.71,8000.0,923.71,0.0,0.0,0.0,01-04-2013,5025.51,,01-05-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.14545454545454545,0,0,0,0,0.3640900843219677,Low Confidence,0,True Negative
1063679,1296244,7200,7200,7200.0,36,7.51,224.0,A,A3,Bank of America,10+ years,MORTGAGE,47000.0,Source Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,236xx,VA,19.74,0.0,01-03-1998,0.0,,12.0,0.0,16106.0,83.5,32.0,f,0.0,0.0,8061.52571,8061.53,7200.0,861.53,0.0,0.0,0.0,01-12-2014,239.21,,01-11-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.15319148936170213,0,0,1,1,0.31506527340089724,Low Confidence,0,True Negative
1063034,1295527,12000,12000,12000.0,36,7.51,373.33,A,A3,companion hospice,4 years,RENT,86000.0,Source Verified,01-12-2011,n,debt_consolidation,unique,926xx,CA,13.3,0.0,01-08-2002,1.0,,16.0,0.0,13715.0,51.8,25.0,f,0.0,0.0,13098.35,13098.35,12000.0,1098.35,0.0,0.0,0.0,01-10-2013,967.21,,01-10-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.13953488372093023,0,0,0,0,0.26171720844575375,Low Confidence,0,True Negative
1063448,1296012,2200,2200,2200.0,36,15.27,76.56,C,C4,Regent care center,10+ years,OWN,48000.0,Not Verified,01-12-2011,n,debt_consolidation,Truck repair,773xx,TX,5.47,0.0,01-05-2000,3.0,76.0,3.0,0.0,10130.0,83.7,7.0,f,0.0,0.0,2294.0,2294.0,353.21,182.71,0.0,1758.08,317.1046,01-07-2012,76.56,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.04583333333333333,0,1,1,2,0.49192444104229877,Low Confidence,1,True Positive
